# G(2) Function
# 2025-05-02 11:19:34
# Histogram Width = 16 ns
# Events Ch. 0 = 1.416e+08 
# Events Ch. 1 = 2.051e+08 
# Integr. Time = 00:19:36 h
# G(2) Norm = 395 
# Fit Function = None
# Fit - A = 0 
# Fit - c = 0 ps
# Fit - B = 0 
# Fit - T_a = 0 ps
# Fit - p_f^2 = 0 
# Fit - c = 0 
# Fit - T_b = 0 ps
# Fit - T_a = 0 ps
# Unit dt: s
# Unit G(2): 1
# dt ; G(2)
 -1.0314314E-08 ;   1.0277500E+00
 -1.0298298E-08 ;   1.0480010E+00
 -1.0282282E-08 ;   1.0125610E+00
 -1.0266266E-08 ;   1.0176240E+00
 -1.0250250E-08 ;   9.3155600E-01
 -1.0234234E-08 ;   1.0480010E+00
 -1.0218218E-08 ;   1.0555950E+00
 -1.0202202E-08 ;   1.1011610E+00
 -1.0186186E-08 ;   9.4168200E-01
 -1.0170170E-08 ;   1.0480010E+00
 -1.0154154E-08 ;   9.6952800E-01
 -1.0138138E-08 ;   1.0631900E+00
 -1.0122122E-08 ;   1.0809090E+00
 -1.0106106E-08 ;   9.2902500E-01
 -1.0090090E-08 ;   1.0074990E+00
 -1.0074074E-08 ;   9.7965300E-01
 -1.0058058E-08 ;   1.1112860E+00
 -1.0042042E-08 ;   1.0404070E+00
 -1.0026026E-08 ;   9.1383700E-01
 -1.0010010E-08 ;   1.1138180E+00
 -9.9939940E-09 ;   1.0910350E+00
 -9.9779780E-09 ;   1.0378750E+00
 -9.9619620E-09 ;   1.0150930E+00
 -9.9459459E-09 ;   1.0201560E+00
 -9.9299299E-09 ;   1.0606580E+00
 -9.9139139E-09 ;   1.0859720E+00
 -9.8978979E-09 ;   1.0480010E+00
 -9.8818819E-09 ;   1.0859720E+00
 -9.8658659E-09 ;   9.8724700E-01
 -9.8498498E-09 ;   9.8471600E-01
 -9.8338338E-09 ;   8.1764300E-01
 -9.8178178E-09 ;   1.1062230E+00
 -9.8018018E-09 ;   9.8471600E-01
 -9.7857858E-09 ;   1.0201560E+00
 -9.7697698E-09 ;   9.6952800E-01
 -9.7537538E-09 ;   9.6446500E-01
 -9.7377377E-09 ;   1.0100300E+00
 -9.7217217E-09 ;   9.2143100E-01
 -9.7057057E-09 ;   1.0555950E+00
 -9.6896897E-09 ;   9.8471600E-01
 -9.6736737E-09 ;   9.7965300E-01
 -9.6576577E-09 ;   1.0404070E+00
 -9.6416416E-09 ;   1.0226870E+00
 -9.6256256E-09 ;   9.2143100E-01
 -9.6096096E-09 ;   8.6320900E-01
 -9.5935936E-09 ;   9.6952800E-01
 -9.5775776E-09 ;   1.1163490E+00
 -9.5615616E-09 ;   9.9990400E-01
 -9.5455455E-09 ;   8.5814600E-01
 -9.5295295E-09 ;   9.6699600E-01
 -9.5135135E-09 ;   9.6699600E-01
 -9.4974975E-09 ;   9.9484200E-01
 -9.4814815E-09 ;   1.0049670E+00
 -9.4654655E-09 ;   1.0505320E+00
 -9.4494494E-09 ;   1.0150930E+00
 -9.4334334E-09 ;   9.4168200E-01
 -9.4174174E-09 ;   9.4927600E-01
 -9.4014014E-09 ;   9.8977900E-01
 -9.3853854E-09 ;   1.1441940E+00
 -9.3693694E-09 ;   1.0328130E+00
 -9.3533534E-09 ;   9.0371100E-01
 -9.3373373E-09 ;   1.0328130E+00
 -9.3213213E-09 ;   9.6699600E-01
 -9.3053053E-09 ;   1.0226870E+00
 -9.2892893E-09 ;   1.0049670E+00
 -9.2732733E-09 ;   9.0371100E-01
 -9.2572573E-09 ;   1.0454700E+00
 -9.2412412E-09 ;   8.9864800E-01
 -9.2252252E-09 ;   1.0074990E+00
 -9.2092092E-09 ;   1.0100300E+00
 -9.1931932E-09 ;   8.7586600E-01
 -9.1771772E-09 ;   1.0682520E+00
 -9.1611612E-09 ;   9.3155600E-01
 -9.1451451E-09 ;   1.0125610E+00
 -9.1291291E-09 ;   1.0480010E+00
 -9.1131131E-09 ;   9.0624200E-01
 -9.0970971E-09 ;   1.0049670E+00
 -9.0810811E-09 ;   9.3408800E-01
 -9.0650651E-09 ;   1.0277500E+00
 -9.0490490E-09 ;   8.6320900E-01
 -9.0330330E-09 ;   1.0758470E+00
 -9.0170170E-09 ;   9.4927600E-01
 -9.0010010E-09 ;   9.9737300E-01
 -8.9849850E-09 ;   9.3155600E-01
 -8.9689690E-09 ;   1.1087550E+00
 -8.9529530E-09 ;   1.0176240E+00
 -8.9369369E-09 ;   9.5433900E-01
 -8.9209209E-09 ;   1.0404070E+00
 -8.9049049E-09 ;   9.1889900E-01
 -8.8888889E-09 ;   1.1239430E+00
 -8.8728729E-09 ;   9.4927600E-01
 -8.8568569E-09 ;   1.0631900E+00
 -8.8408408E-09 ;   9.5940200E-01
 -8.8248248E-09 ;   1.0707840E+00
 -8.8088088E-09 ;   9.4927600E-01
 -8.7927928E-09 ;   9.4674500E-01
 -8.7767768E-09 ;   9.8977900E-01
 -8.7607608E-09 ;   9.3915100E-01
 -8.7447447E-09 ;   1.0783780E+00
 -8.7287287E-09 ;   9.5940200E-01
 -8.7127127E-09 ;   9.9484200E-01
 -8.6966967E-09 ;   9.9737300E-01
 -8.6806807E-09 ;   1.0353440E+00
 -8.6646647E-09 ;   9.6952800E-01
 -8.6486486E-09 ;   9.4421300E-01
 -8.6326326E-09 ;   1.0100300E+00
 -8.6166166E-09 ;   9.5180800E-01
 -8.6006006E-09 ;   1.0353440E+00
 -8.5845846E-09 ;   1.1366000E+00
 -8.5685686E-09 ;   9.0624200E-01
 -8.5525526E-09 ;   1.0429380E+00
 -8.5365365E-09 ;   1.0353440E+00
 -8.5205205E-09 ;   9.5180800E-01
 -8.5045045E-09 ;   1.0480010E+00
 -8.4884885E-09 ;   1.0176240E+00
 -8.4724725E-09 ;   1.0404070E+00
 -8.4564565E-09 ;   8.7586600E-01
 -8.4404404E-09 ;   1.0226870E+00
 -8.4244244E-09 ;   9.8218500E-01
 -8.4084084E-09 ;   9.4421300E-01
 -8.3923924E-09 ;   1.0353440E+00
 -8.3763764E-09 ;   9.1636800E-01
 -8.3603604E-09 ;   1.0024360E+00
 -8.3443443E-09 ;   9.8218500E-01
 -8.3283283E-09 ;   1.0074990E+00
 -8.3123123E-09 ;   1.0454700E+00
 -8.2962963E-09 ;   9.8471600E-01
 -8.2802803E-09 ;   1.1214120E+00
 -8.2642643E-09 ;   1.0682520E+00
 -8.2482482E-09 ;   9.9484200E-01
 -8.2322322E-09 ;   9.8977900E-01
 -8.2162162E-09 ;   1.0555950E+00
 -8.2002002E-09 ;   1.1062230E+00
 -8.1841842E-09 ;   9.1889900E-01
 -8.1681682E-09 ;   1.0707840E+00
 -8.1521522E-09 ;   1.0581270E+00
 -8.1361361E-09 ;   1.0024360E+00
 -8.1201201E-09 ;   1.0024360E+00
 -8.1041041E-09 ;   8.8599100E-01
 -8.0880881E-09 ;   1.0404070E+00
 -8.0720721E-09 ;   1.0631900E+00
 -8.0560561E-09 ;   1.0429380E+00
 -8.0400400E-09 ;   9.9484200E-01
 -8.0240240E-09 ;   9.8471600E-01
 -8.0080080E-09 ;   1.0834410E+00
 -7.9919920E-09 ;   9.9231000E-01
 -7.9759760E-09 ;   1.0328130E+00
 -7.9599600E-09 ;   9.1636800E-01
 -7.9439439E-09 ;   9.6952800E-01
 -7.9279279E-09 ;   1.0454700E+00
 -7.9119119E-09 ;   1.0328130E+00
 -7.8958959E-09 ;   9.3155600E-01
 -7.8798799E-09 ;   1.0809090E+00
 -7.8638639E-09 ;   1.0176240E+00
 -7.8478478E-09 ;   9.6446500E-01
 -7.8318318E-09 ;   1.0277500E+00
 -7.8158158E-09 ;   1.0074990E+00
 -7.7997998E-09 ;   1.0555950E+00
 -7.7837838E-09 ;   9.8724700E-01
 -7.7677678E-09 ;   1.0277500E+00
 -7.7517518E-09 ;   9.9990400E-01
 -7.7357357E-09 ;   1.1138180E+00
 -7.7197197E-09 ;   9.3661900E-01
 -7.7037037E-09 ;   9.2902500E-01
 -7.6876877E-09 ;   1.0378750E+00
 -7.6716717E-09 ;   1.0176240E+00
 -7.6556557E-09 ;   1.0657210E+00
 -7.6396396E-09 ;   1.0404070E+00
 -7.6236236E-09 ;   1.0125610E+00
 -7.6076076E-09 ;   1.0226870E+00
 -7.5915916E-09 ;   8.9358500E-01
 -7.5755756E-09 ;   9.3155600E-01
 -7.5595596E-09 ;   1.0404070E+00
 -7.5435435E-09 ;   1.0783780E+00
 -7.5275275E-09 ;   9.2902500E-01
 -7.5115115E-09 ;   1.0176240E+00
 -7.4954955E-09 ;   1.1163490E+00
 -7.4794795E-09 ;   1.0581270E+00
 -7.4634635E-09 ;   9.8977900E-01
 -7.4474474E-09 ;   1.0783780E+00
 -7.4314314E-09 ;   9.6699600E-01
 -7.4154154E-09 ;   1.0657210E+00
 -7.3993994E-09 ;   9.8977900E-01
 -7.3833834E-09 ;   1.0074990E+00
 -7.3673674E-09 ;   9.5940200E-01
 -7.3513514E-09 ;   1.0429380E+00
 -7.3353353E-09 ;   1.0226870E+00
 -7.3193193E-09 ;   1.0226870E+00
 -7.3033033E-09 ;   1.0226870E+00
 -7.2872873E-09 ;   9.5940200E-01
 -7.2712713E-09 ;   1.0505320E+00
 -7.2552553E-09 ;   1.0024360E+00
 -7.2392392E-09 ;   9.1130500E-01
 -7.2232232E-09 ;   1.0201560E+00
 -7.2072072E-09 ;   9.8471600E-01
 -7.1911912E-09 ;   9.5940200E-01
 -7.1751752E-09 ;   9.9990400E-01
 -7.1591592E-09 ;   1.1036920E+00
